stok_kodu_1,stok_adi_1,stok_kodu_2,stok_adi_2,benzerlik_skoru
W717938  S439    N,CIVATA,9YA02    1447    N,CIVATA,1.0
W717938  S439    N,CIVATA,W500030  S437    N,CIVATA,1.0
W717938  S439    N,CIVATA,W711141  S442    D,CIVATA,1.0
W717938  S439    N,CIVATA,W711141  S442    D,CIVATA,1.0
W717938  S439    N,CIVATA,W711141  S442    N,CIVATA,1.0
W717938  S439    N,CIVATA,W716025  S439    N,CIVATA,1.0
W717938  S439    N,CIVATA,9YA02    122RA   N,CIVATA,1.0
W717938  S439    N,CIVATA,9YA02    123F    N,CIVATA,1.0
W717938  S439    N,CIVATA,9YA02    1301C   N,CIVATA,1.0
W717938  S439    N,CIVATA,9YA02    1447    N,CIVATA,1.0
W717938  S439    N,CIVATA,9YA02    1448    N,CIVATA,1.0
W717938  S439    N,CIVATA,N811004  S100    N,CIVATA,1.0
W717938  S439    N,CIVATA,W790097  S900    N,CIVATA,1.0
W717938  S439    N,CIVATA,W790184  S900    N,CIVATA,1.0
W717938  S439    N,CIVATA,W790198  S900    N,CIVATA,1.0
W717938  S439    N,CIVATA,W790370  S900    N,CIVATA,1.0
W717938  S439    N,CIVATA,W718204  S437    N,CIVATA,1.0
W717938  S439    N,CIVATA,W718304  S439    N,CIVATA,1.0
W717938  S439    N,CIVATA,W718392  S303    N,CIVATA,1.0
W717938  S439    N,CIVATA,W718400  S303    N,CIVATA,1.0
W717938  S439    N,CIVATA,W718673  S307    N,CIVATA,1.0
W717938  S439    N,CIVATA,W716784  S442    N,CIVATA,1.0
W717938  S439    N,CIVATA,W716826  S439    N,CIVATA,1.0
W717938  S439    N,CIVATA,W716835  S439    N,CIVATA,1.0
W717938  S439    N,CIVATA,W717938  S439    N,CIVATA,1.0
W717938  S439    N,CIVATA,W714695  S430    N,CIVATA,1.0
W717938  S439    N,CIVATA,W714875  S303    N,CIVATA,1.0
W717938  S439    N,CIVATA,W714907  S439    N,CIVATA,1.0
W717938  S439    N,CIVATA,W715100  S450B   N,CIVATA,1.0
W717938  S439    N,CIVATA,W715104  S430    N,CIVATA,1.0
W717938  S439    N,CIVATA,W715614  S442    N,CIVATA,1.0
W717938  S439    N,CIVATA,W715822  S303    N,CIVATA,1.0
W717938  S439    N,CIVATA,W716112  S424    N,CIVATA,1.0
W717938  S439    N,CIVATA,W714105  S442    N,CIVATA,1.0
W717938  S439    N,CIVATA,W712423  S442    N,CIVATA,1.0
W717938  S439    N,CIVATA,W710332  S439    N,CIVATA,1.0
W717938  S439    N,CIVATA,W710554  S437    N,CIVATA,1.0
W717938  S439    N,CIVATA,W710604  S437    N,CIVATA,1.0
W717938  S439    N,CIVATA,W711141  S442    N,CIVATA,1.0
W717938  S439    N,CIVATA,W708733  S430    N,CIVATA,1.0
W717938  S439    N,CIVATA,W703952  S303    N,CIVATA,1.0
W717938  S439    N,CIVATA,W705317  S303    N,CIVATA,1.0
W717938  S439    N,CIVATA,W702016  S303    N,CIVATA,1.0
W717938  S439    N,CIVATA,W505521  S437    N,CIVATA,1.0
W717938  S439    N,CIVATA,W506014  S439    N,CIVATA,1.0
W717938  S439    N,CIVATA,W506593  S442    N,CIVATA,1.0
W717938  S439    N,CIVATA,W500723  S439    N,CIVATA,1.0
W717938  S439    N,CIVATA,W500003  S437    N,CIVATA,1.0
W717938  S439    N,CIVATA,W500590  S442    N,CIVATA,1.0
W717938  S439    N,CIVATA,W706161  S300    N,CIVATA,1.0
W717938  S439    N,CIVATA,W500742  S442    N,CIVATA,1.0
W717938  S439    N,CIVATA,W717146  S439    N,CIVATA,1.0
W717938  S439    N,CIVATA,W500030  S437    N,CIVATA,1.0
W717938  S439    N,CIVATA,W505731  S303    N,CIVATA,1.0
W717938  S439    N,CIVATA,W500742  S442    N,CIVATA,1.0
W717938  S439    N,CIVATA,W717146  S439    N,CIVATA,1.0
W717938  S439    N,CIVATA,W716025 S439 N,CIVATA,1.0
W717938  S439    N,CIVATA,9YA00    1207    N,CIVATA,1.0
W718304  S439    N,CIVATA,W718673  S307    N,CIVATA,1.0
W718304  S439    N,CIVATA,W715100  S450B   N,CIVATA,1.0
W718304  S439    N,CIVATA,W715104  S430    N,CIVATA,1.0
W718304  S439    N,CIVATA,W715614  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W716835  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W500590  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W500723  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,9YA02    1448    N,CIVATA,1.0
W718304  S439    N,CIVATA,W716112  S424    N,CIVATA,1.0
W718304  S439    N,CIVATA,W710604  S437    N,CIVATA,1.0
W718304  S439    N,CIVATA,W712423  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W505731  S303    N,CIVATA,1.0
W718304  S439    N,CIVATA,W790184  S900    N,CIVATA,1.0
W718304  S439    N,CIVATA,W790198  S900    N,CIVATA,1.0
W718304  S439    N,CIVATA,W790370  S900    N,CIVATA,1.0
W718304  S439    N,CIVATA,W714875  S303    N,CIVATA,1.0
W718304  S439    N,CIVATA,W506014  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W710554  S437    N,CIVATA,1.0
W718304  S439    N,CIVATA,W718204  S437    N,CIVATA,1.0
W718304  S439    N,CIVATA,W505521  S437    N,CIVATA,1.0
W718304  S439    N,CIVATA,W706161  S300    N,CIVATA,1.0
W718304  S439    N,CIVATA,W714846  S439    D,CIVATA,1.0
W718304  S439    N,CIVATA,W714846  S439    D,CIVATA,1.0
W718304  S439    N,CIVATA,W714907  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W714847  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W716097  S439    D,CIVATA,1.0
W718304  S439    N,CIVATA,W716097  S439    D,CIVATA,1.0
W718304  S439    N,CIVATA,W716826  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W711019  S439    D,CIVATA,1.0
W718304  S439    N,CIVATA,W711019  S439    D,CIVATA,1.0
W718304  S439    N,CIVATA,9YA02    122RA   N,CIVATA,1.0
W718304  S439    N,CIVATA,9YA02    123F    N,CIVATA,1.0
W718304  S439    N,CIVATA,9YA02    1447    N,CIVATA,1.0
W718304  S439    N,CIVATA,W500030  S437    N,CIVATA,1.0
W718304  S439    N,CIVATA,W711141  S442    D,CIVATA,1.0
W718304  S439    N,CIVATA,W711141  S442    D,CIVATA,1.0
W718304  S439    N,CIVATA,W711141  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W716025  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,9YA02    122RA   N,CIVATA,1.0
W718304  S439    N,CIVATA,9YA02    123F    N,CIVATA,1.0
W718304  S439    N,CIVATA,9YA02    1301C   N,CIVATA,1.0
W718304  S439    N,CIVATA,9YA02    1447    N,CIVATA,1.0
W718304  S439    N,CIVATA,9YA02    1448    N,CIVATA,1.0
W718304  S439    N,CIVATA,N811004  S100    N,CIVATA,1.0
W718304  S439    N,CIVATA,W790097  S900    N,CIVATA,1.0
W718304  S439    N,CIVATA,W790184  S900    N,CIVATA,1.0
W718304  S439    N,CIVATA,W790198  S900    N,CIVATA,1.0
W718304  S439    N,CIVATA,W790370  S900    N,CIVATA,1.0
W718304  S439    N,CIVATA,W718204  S437    N,CIVATA,1.0
W718304  S439    N,CIVATA,W718304  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W718392  S303    N,CIVATA,1.0
W718304  S439    N,CIVATA,W718400  S303    N,CIVATA,1.0
W718304  S439    N,CIVATA,W718673  S307    N,CIVATA,1.0
W718304  S439    N,CIVATA,W716784  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W716826  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W716835  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W717938  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W714695  S430    N,CIVATA,1.0
W718304  S439    N,CIVATA,W714875  S303    N,CIVATA,1.0
W718304  S439    N,CIVATA,W714907  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W715100  S450B   N,CIVATA,1.0
W718304  S439    N,CIVATA,W715104  S430    N,CIVATA,1.0
W718304  S439    N,CIVATA,W715614  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W715822  S303    N,CIVATA,1.0
W718304  S439    N,CIVATA,W716112  S424    N,CIVATA,1.0
W718304  S439    N,CIVATA,W714105  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W712423  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W710332  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W710554  S437    N,CIVATA,1.0
W718304  S439    N,CIVATA,W710604  S437    N,CIVATA,1.0
W718304  S439    N,CIVATA,W711141  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W708733  S430    N,CIVATA,1.0
W718304  S439    N,CIVATA,W703952  S303    N,CIVATA,1.0
W718304  S439    N,CIVATA,W705317  S303    N,CIVATA,1.0
W718304  S439    N,CIVATA,W702016  S303    N,CIVATA,1.0
W718304  S439    N,CIVATA,W505521  S437    N,CIVATA,1.0
W718304  S439    N,CIVATA,W506014  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W506593  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W500723  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W500003  S437    N,CIVATA,1.0
W718304  S439    N,CIVATA,W500590  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W706161  S300    N,CIVATA,1.0
W718304  S439    N,CIVATA,W500742  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W717146  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W500030  S437    N,CIVATA,1.0
W718304  S439    N,CIVATA,W505731  S303    N,CIVATA,1.0
W718304  S439    N,CIVATA,W500742  S442    N,CIVATA,1.0
W718304  S439    N,CIVATA,W717146  S439    N,CIVATA,1.0
W718304  S439    N,CIVATA,W716025 S439 N,CIVATA,1.0
W718304  S439    N,CIVATA,9YA00    1207    N,CIVATA,1.0
W718354  S450L   N,VIDA,W504776  S451XD  N,VIDA,1.0
W718354  S450L   N,VIDA,W505575  S307    N,VIDA,1.0
W718354  S450L   N,VIDA,W505976  S437    N,VIDA,1.0
W718354  S450L   N,VIDA,W506975  S450B   N,VIDA,1.0
W718354  S450L   N,VIDA,W713205  S424    N,VIDA,1.0
W718354  S450L   N,VIDA,W504754  S424    N,VIDA,1.0
W718354  S450L   N,VIDA,W700883  S424    N,VIDA,1.0
W718354  S450L   N,VIDA,W712090  S443    N,VIDA,1.0
W718354  S450L   N,VIDA,W718354  S450L   N,VIDA,1.0
W718354  S450L   N,VIDA,W716890  S450B   N,VIDA,1.0
W718354  S450L   N,VIDA,W713205  S424    N,VIDA,1.0
W718354  S450L   N,VIDA,W712090  S443    N,VIDA,1.0
W718354  S450L   N,VIDA,W709055  S442    N,VIDA,1.0
W718354  S450L   N,VIDA,W705228  S902    N,VIDA,1.0
W718354  S450L   N,VIDA,W700883  S424    N,VIDA,1.0
W718354  S450L   N,VIDA,W701459  S437M   N,VIDA,1.0
W718354  S450L   N,VIDA,W504754  S424    N,VIDA,1.0
W718354  S450L   N,VIDA,W504776  S451XD  N,VIDA,1.0
W718354  S450L   N,VIDA,W505575  S307    N,VIDA,1.0
W718354  S450L   N,VIDA,W505976  S437    N,VIDA,1.0
W718354  S450L   N,VIDA,W506855  S442    N,VIDA,1.0
W718354  S450L   N,VIDA,W506975  S450B   N,VIDA,1.0
W718354  S450L   N,VIDA,W500812  S442    N,VIDA,1.0
W718354  S450L   N,VIDA,W708926  S307    N,VIDA,1.0
W718354  S450L   N,VIDA,W717208  S303    N,VIDA,1.0
W718673  S307    N,CIVATA,W715100  S450B   N,CIVATA,1.0
W718673  S307    N,CIVATA,W715104  S430    N,CIVATA,1.0
W718673  S307    N,CIVATA,W715614  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W716835  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W500590  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W500723  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,9YA02    1448    N,CIVATA,1.0
W718673  S307    N,CIVATA,W716112  S424    N,CIVATA,1.0
W718673  S307    N,CIVATA,W710604  S437    N,CIVATA,1.0
W718673  S307    N,CIVATA,W712423  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W505731  S303    N,CIVATA,1.0
W718673  S307    N,CIVATA,W790184  S900    N,CIVATA,1.0
W718673  S307    N,CIVATA,W790198  S900    N,CIVATA,1.0
W718673  S307    N,CIVATA,W790370  S900    N,CIVATA,1.0
W718673  S307    N,CIVATA,W714875  S303    N,CIVATA,1.0
W718673  S307    N,CIVATA,W506014  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W710554  S437    N,CIVATA,1.0
W718673  S307    N,CIVATA,W718204  S437    N,CIVATA,1.0
W718673  S307    N,CIVATA,W505521  S437    N,CIVATA,1.0
W718673  S307    N,CIVATA,W706161  S300    N,CIVATA,1.0
W718673  S307    N,CIVATA,W714846  S439    D,CIVATA,1.0
W718673  S307    N,CIVATA,W714846  S439    D,CIVATA,1.0
W718673  S307    N,CIVATA,W714907  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W714847  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W716097  S439    D,CIVATA,1.0
W718673  S307    N,CIVATA,W716097  S439    D,CIVATA,1.0
W718673  S307    N,CIVATA,W716826  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W711019  S439    D,CIVATA,1.0
W718673  S307    N,CIVATA,W711019  S439    D,CIVATA,1.0
W718673  S307    N,CIVATA,9YA02    122RA   N,CIVATA,1.0
W718673  S307    N,CIVATA,9YA02    123F    N,CIVATA,1.0
W718673  S307    N,CIVATA,9YA02    1447    N,CIVATA,1.0
W718673  S307    N,CIVATA,W500030  S437    N,CIVATA,1.0
W718673  S307    N,CIVATA,W711141  S442    D,CIVATA,1.0
W718673  S307    N,CIVATA,W711141  S442    D,CIVATA,1.0
W718673  S307    N,CIVATA,W711141  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W716025  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,9YA02    122RA   N,CIVATA,1.0
W718673  S307    N,CIVATA,9YA02    123F    N,CIVATA,1.0
W718673  S307    N,CIVATA,9YA02    1301C   N,CIVATA,1.0
W718673  S307    N,CIVATA,9YA02    1447    N,CIVATA,1.0
W718673  S307    N,CIVATA,9YA02    1448    N,CIVATA,1.0
W718673  S307    N,CIVATA,N811004  S100    N,CIVATA,1.0
W718673  S307    N,CIVATA,W790097  S900    N,CIVATA,1.0
W718673  S307    N,CIVATA,W790184  S900    N,CIVATA,1.0
W718673  S307    N,CIVATA,W790198  S900    N,CIVATA,1.0
W718673  S307    N,CIVATA,W790370  S900    N,CIVATA,1.0
W718673  S307    N,CIVATA,W718204  S437    N,CIVATA,1.0
W718673  S307    N,CIVATA,W718304  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W718392  S303    N,CIVATA,1.0
W718673  S307    N,CIVATA,W718400  S303    N,CIVATA,1.0
W718673  S307    N,CIVATA,W718673  S307    N,CIVATA,1.0
W718673  S307    N,CIVATA,W716784  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W716826  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W716835  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W717938  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W714695  S430    N,CIVATA,1.0
W718673  S307    N,CIVATA,W714875  S303    N,CIVATA,1.0
W718673  S307    N,CIVATA,W714907  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W715100  S450B   N,CIVATA,1.0
W718673  S307    N,CIVATA,W715104  S430    N,CIVATA,1.0
W718673  S307    N,CIVATA,W715614  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W715822  S303    N,CIVATA,1.0
W718673  S307    N,CIVATA,W716112  S424    N,CIVATA,1.0
W718673  S307    N,CIVATA,W714105  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W712423  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W710332  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W710554  S437    N,CIVATA,1.0
W718673  S307    N,CIVATA,W710604  S437    N,CIVATA,1.0
W718673  S307    N,CIVATA,W711141  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W708733  S430    N,CIVATA,1.0
W718673  S307    N,CIVATA,W703952  S303    N,CIVATA,1.0
W718673  S307    N,CIVATA,W705317  S303    N,CIVATA,1.0
W718673  S307    N,CIVATA,W702016  S303    N,CIVATA,1.0
W718673  S307    N,CIVATA,W505521  S437    N,CIVATA,1.0
W718673  S307    N,CIVATA,W506014  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W506593  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W500723  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W500003  S437    N,CIVATA,1.0
W718673  S307    N,CIVATA,W500590  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W706161  S300    N,CIVATA,1.0
W718673  S307    N,CIVATA,W500742  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W717146  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W500030  S437    N,CIVATA,1.0
W718673  S307    N,CIVATA,W505731  S303    N,CIVATA,1.0
W718673  S307    N,CIVATA,W500742  S442    N,CIVATA,1.0
W718673  S307    N,CIVATA,W717146  S439    N,CIVATA,1.0
W718673  S307    N,CIVATA,W716025 S439 N,CIVATA,1.0
W718673  S307    N,CIVATA,9YA00    1207    N,CIVATA,1.0
W709735  S303    N,CIVATA VE PUL,W715895  S439    N,CIVATA VE PUL,1.0
W709735  S303    N,CIVATA VE PUL,W705622  S442    N,CIVATA VE PUL,1.0
W709735  S303    N,CIVATA VE PUL,W715895  S439    N,CIVATA VE PUL,1.0
W709735  S303    N,CIVATA VE PUL,W709735  S303    N,CIVATA VE PUL,1.0
W709735  S303    N,CIVATA VE PUL,W705622  S442    N,CIVATA VE PUL,1.0
W709735  S303    N,CIVATA VE PUL,W706408  S437    N,CIVATA VE PUL,1.0
W715100  S450B   N,CIVATA,W715104  S430    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W715614  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W716835  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W500590  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W500723  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,9YA02    1448    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W716112  S424    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W710604  S437    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W712423  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W505731  S303    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W790184  S900    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W790198  S900    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W790370  S900    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W714875  S303    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W506014  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W710554  S437    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W718204  S437    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W505521  S437    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W706161  S300    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W714846  S439    D,CIVATA,1.0
W715100  S450B   N,CIVATA,W714846  S439    D,CIVATA,1.0
W715100  S450B   N,CIVATA,W714907  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W714847  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W716097  S439    D,CIVATA,1.0
W715100  S450B   N,CIVATA,W716097  S439    D,CIVATA,1.0
W715100  S450B   N,CIVATA,W716826  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W711019  S439    D,CIVATA,1.0
W715100  S450B   N,CIVATA,W711019  S439    D,CIVATA,1.0
W715100  S450B   N,CIVATA,9YA02    122RA   N,CIVATA,1.0
W715100  S450B   N,CIVATA,9YA02    123F    N,CIVATA,1.0
W715100  S450B   N,CIVATA,9YA02    1447    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W500030  S437    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W711141  S442    D,CIVATA,1.0
W715100  S450B   N,CIVATA,W711141  S442    D,CIVATA,1.0
W715100  S450B   N,CIVATA,W711141  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W716025  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,9YA02    122RA   N,CIVATA,1.0
W715100  S450B   N,CIVATA,9YA02    123F    N,CIVATA,1.0
W715100  S450B   N,CIVATA,9YA02    1301C   N,CIVATA,1.0
W715100  S450B   N,CIVATA,9YA02    1447    N,CIVATA,1.0
W715100  S450B   N,CIVATA,9YA02    1448    N,CIVATA,1.0
W715100  S450B   N,CIVATA,N811004  S100    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W790097  S900    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W790184  S900    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W790198  S900    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W790370  S900    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W718204  S437    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W718304  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W718392  S303    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W718400  S303    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W718673  S307    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W716784  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W716826  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W716835  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W717938  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W714695  S430    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W714875  S303    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W714907  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W715100  S450B   N,CIVATA,1.0
W715100  S450B   N,CIVATA,W715104  S430    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W715614  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W715822  S303    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W716112  S424    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W714105  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W712423  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W710332  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W710554  S437    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W710604  S437    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W711141  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W708733  S430    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W703952  S303    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W705317  S303    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W702016  S303    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W505521  S437    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W506014  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W506593  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W500723  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W500003  S437    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W500590  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W706161  S300    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W500742  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W717146  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W500030  S437    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W505731  S303    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W500742  S442    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W717146  S439    N,CIVATA,1.0
W715100  S450B   N,CIVATA,W716025 S439 N,CIVATA,1.0
W715100  S450B   N,CIVATA,9YA00    1207    N,CIVATA,1.0
W715104  S430    N,CIVATA,W715614  S442    N,CIVATA,1.0
W715104  S430    N,CIVATA,W716835  S439    N,CIVATA,1.0
W715104  S430    N,CIVATA,W500590  S442    N,CIVATA,1.0
W715104  S430    N,CIVATA,W500723  S439    N,CIVATA,1.0
W715104  S430    N,CIVATA,9YA02    1448    N,CIVATA,1.0
W715104  S430    N,CIVATA,W716112  S424    N,CIVATA,1.0
W715104  S430    N,CIVATA,W710604  S437    N,CIVATA,1.0
W715104  S430    N,CIVATA,W712423  S442    N,CIVATA,1.0
W715104  S430    N,CIVATA,W505731  S303    N,CIVATA,1.0
W715104  S430    N,CIVATA,W790184  S900    N,CIVATA,1.0
W715104  S430    N,CIVATA,W790198  S900    N,CIVATA,1.0
W715104  S430    N,CIVATA,W790370  S900    N,CIVATA,1.0
W715104  S430    N,CIVATA,W714875  S303    N,CIVATA,1.0
W715104  S430    N,CIVATA,W506014  S439    N,CIVATA,1.0
W715104  S430    N,CIVATA,W710554  S437    N,CIVATA,1.0
W715104  S430    N,CIVATA,W718204  S437    N,CIVATA,1.0
W715104  S430    N,CIVATA,W505521  S437    N,CIVATA,1.0
W715104  S430    N,CIVATA,W706161  S300    N,CIVATA,1.0
W715104  S430    N,CIVATA,W714846  S439    D,CIVATA,1.0
W715104  S430    N,CIVATA,W714846  S439    D,CIVATA,1.0
W715104  S430    N,CIVATA,W714907  S439    N,CIVATA,1.0
W715104  S430    N,CIVATA,W714847  S439    N,CIVATA,1.0
W715104  S430    N,CIVATA,W716097  S439    D,CIVATA,1.0
W715104  S430    N,CIVATA,W716097  S439    D,CIVATA,1.0
W715104  S430    N,CIVATA,W716826  S439    N,CIVATA,1.0
W715104  S430    N,CIVATA,W711019  S439    D,CIVATA,1.0
W715104  S430    N,CIVATA,W711019  S439    D,CIVATA,1.0
W715104  S430    N,CIVATA,9YA02    122RA   N,CIVATA,1.0
W715104  S430    N,CIVATA,9YA02    123F    N,CIVATA,1.0
W715104  S430    N,CIVATA,9YA02    1447    N,CIVATA,1.0
W715104  S430    N,CIVATA,W500030  S437    N,CIVATA,1.0
W715104  S430    N,CIVATA,W711141  S442    D,CIVATA,1.0
